0h**,2020년 9월 28일,5,yes,오!해피 한라봉&오렌지 케이크/1(케이크칼 선택(케이크칼)+큰초선택(큰초（1개）)+작은초선택(작은초（2개）)+파티용품선택(선택없음)),가격이나 상자 크기에 비해 기대했던 양보다 많이 적다고 느껴져서 아쉬웠습니다. 총 5개 제품이 왔네요. -일반 빵 3개(주문표에 가격으로 5000원 상당) -신제품 삥 2개(표엔 정보가 없어 인터넷 검색으로 각각 4000원 3000원 대쯤) 다음에 시킬일이 있을진 모르겠는데 다음에 시킨다면 신제품은 빼고 무엇무엇 위주로 넣어주실수 있는지 문의 넣어보겠습니다.
ev**,2020년 9월 20일,5,no,베리베리 건강브레드（대）/1+못난이통팥소보로/1+완두앙금빵/1+호두연유바게트/1+NEW 정통고로케/1,서비스도 주시고 감사히 잘 먹었습니다
ys**,2020년 9월 19일,5,yes,순수한맛 순우유식빵/1+쫄깃한찹쌀도넛/2+콥샐러드/1,배달도 빠르고 맛있게 먹었습니다
ra**,2020년 9월 17일,5,no,코코넛 로쉐/2+엄마랑 장볼 때 먹던 그때 그 도나쓰（5개입）/1+통우유식빵（Half）/1+미니햄치즈롤 （10개입／봉）/1+리얼브라우니/1,맛있게 잘먹었습니다
eu**,2020년 9월 16일,5,yes,뚜레쥬르 비비고 소고기죽/1+뚜레쥬르 버섯야채죽/1+콥샐러드/1,정말 맛있었요~^^
mu**,2020년 9월 16일,5,no,크랜베리애플크림치즈/1+연유버터라우겐/1+밤이듬뿍밤모스（소）/1+낙엽소시지브레드/1+단팥소보로빵/1,너무 맛있게 잘먹었어요. 배달도 빠르고 좋아요~
ya**,2020년 9월 16일,5,yes,달콩찹쌀브레드/1+단팥빵/1+단팥소보로빵/1+옥수수범벅/2+NEW 정통고로케/1,깔끔한포장 신선한 야채 잘먹었습니다
de**,2020년 9월 16일,5,no,치즈방앗간（3개）/1+호두연유바게트/1+한겹한겹촉촉한밀크브레드/1+바통쉬크레 （5개）/1,빵도 아주 맛있고 배달도 빨랐습니다.
kk**,2020년 9월 3일,5,yes,구운치즈케이크 빵/1+치즈방앗간（3개）/1+슈크림소보로/1+옥수수범벅/1+호두연유바게트/1,잘 먹었습니다!!!
yo**,2020년 8월 13일,5,no,미니밤식빵（소）/1+단팥소보로빵/1+옥수수범벅/1+완두앙금빵/1+카페모카빵（대）/1,예상시간에 딱 맞춰서 배달 되었네요.
sh**,2020년 8월 9일,5,yes,에그톡 크로크마담/1+달콤바삭 연유스틱/1+피자토스트/2+NEW 김치고로케/1,역시 빵은 파리...보다 뜨레쥬르네요 다양한 빵종류와 고급스런 맛... 근데 왜 이렇게 매장수가 적은지... 아쉬워요 넘넘 맛있게 잘 먹었슴다 특히 치즈방앗간 짱짱 이네요~
,2020년 8월 7일,5,yes,한겹한겹촉촉한밀크브레드/1+로제치킨 밸런스 샌드위치/2,맛있게 잘 먹었습니다
qw**,2020년 8월 7일,5,yes,데일리우유식빵/1+밤이듬뿍밤모스（소）/1+슈크림빵/1+단팥빵/1+카페 모카크림빵（대）/1,맛있었어욤~~~~!
hy**,2020년 8월 2일,5,yes,고메버터식빵/1+구운치즈케이크 빵/1+몽블랑의 정석/1,낼 아침으로 먹으로 샌드위치 시켰는데 내용물이 실하네요. 잘 먹겠습니다.
ml**,2020년 7월 11일,5,yes,낙엽소시지브레드/2+피자토스트/2+완두앙금빵/1+NEW빵속에순우유/1,배달 빨리 잘 받았습니다 서비스 감사합니다!
yo**,2020년 6월 30일,5,yes,앙버터라우겐/2+피자토스트/1+NEW어니언소시지포카치아/1+카라멜애플파이/1+바닐라 카라멜 뚱카롱/1,맛있어요!!!!!!
us**,2020년 6월 28일,5,no,사르르 우유크림빵/1+연유버터라우겐/1+NEW어니언소시지포카치아/1+에그타르트/2+치즈 브라우니/1,배달도 빨리 오고 맛있게 잘 먹었습니다 서비스로 쿠키?도 와서 좋았어요ㅎ
th**,2020년 6월 21일,5,no,달콤바삭 연유스틱/1+NEW빵속에순우유/1+로제치킨 밸런스 샌드위치/2,바로 보내주셔서 엄청 빨리 배달 받았습니다. 저녁에 시켰는데도 빵들이 신선하고 맛있었어요. 앙버터나 마카롱도 녹지 않은 상태로 무사히 받았습니다. 감사합니다.
ch**,2020년 6월 19일,5,yes,데일리우유식빵/1+사르르 고구마케이크 빵/1+리얼초코소라빵/1+호두연유바게트/1+티라미수 뚱카롱/1,버터 더 많이 주셨으면 젛았울텐뎅..그래도 넘나 맛나게 먹어떠여 감사하합니댱
